photo_id,business_id,caption,label,length,stars,len_word
eA_k5ypTKeimt3r_FtGgtA,S-egzF2c7bRpCUNbZqV8dg,pork cheese garlic vinegar aioli bread salad,food,137.0,4.0,7.0
EAK8gy8XOYGaq8kG8MqWow,RwPxXftKnVgUK9w3TjkAPg,veggie roll,food,11.0,3.5,2.0
eakgl_Fln7yFnNb6CeURvA,gHGRzRa5qb577oWHAO7xew,red cake roll,food,21.0,4.0,3.0
eakgl_Fln7yFnNb6CeURvA,gHGRzRa5qb577oWHAO7xew,red cake roll,food,21.0,4.0,3.0
eaknTOiI_wzddnHGikoUHw,Md6895ZtS3FA8a0pUaH6nw,donut chocolate pudding filled,food,52.0,3.0,4.0
eaLCm0_ydsUHc5UmGFY4pA,R_wW7aDtoRjGw8lgM2dB3w,rice bowl,food,14.0,2.5,2.0
EAouOmmH31pFNqaXhQanRQ,UUGoM4q4i8rK2CBRS0xDAw,ham cheese sandwich,food,23.0,4.0,3.0
EapZss6bb6ELbzWejlkHfQ,w5axMYWy5bcY0tiqAnYeRg,red shrimp salad pepper sauce,food,38.0,4.0,5.0
EapZss6bb6ELbzWejlkHfQ,w5axMYWy5bcY0tiqAnYeRg,red shrimp salad pepper sauce,food,38.0,4.0,5.0
eaUncwIdVi3SCD5WWiZN3A,NYoSzQnJX2vBOT2278UcMA,hot sour iberico pork soup dumpling,food,69.0,4.0,6.0
eb7F2Ki7RyBDaWsX6cuL-Q,A5Rkh7UymKm0_Rxm9K2PJw,house seafood crab cake mediterranean salmon,food,86.0,4.0,6.0
EBDNguvc_1M04KotQ1pyYQ,6hZgMg9rnDCC0RBVRlkZwQ,roll big,food,31.0,4.0,2.0
eBGzQ2PmyqQm9iRevxrYqg,1i9T1uoG_J3aRfprALvNGQ,lemon filled chocolate glazed,food,46.0,2.5,4.0
EbJDgk5thvZiwyTcHJA4NQ,j28T6ZuP1mLHe3m36COOpQ,cake watermelon strawberry pistachio salt pastry cream almond,food,128.0,4.0,8.0
ebmqE_eJqeSZKkQldUaXjw,nnDLapJk1z2NJE0-XzwMlQ,cake,food,9.0,4.0,1.0
ebOHpslzey8IxVYX1Sp3sA,kICgNgVRkIh4doz0atyMMA,crispy duck salad,food,17.0,4.0,3.0
ebqUCJBHi1efvCr7YwP_Rw,Wv_qGcUKptXkapn8e3j6Kg,artisan grilled chicken sandwich extra meal,food,60.0,1.5,6.0
EbqxqrXgp-llhd2ogbOX0w,wkKlpSx3OcoGJiv7p8VZzw,tomato salad,food,12.0,4.5,2.0
ebTdHLHPXJldf_UTu0VDqA,IIUK1lz_1upqYtHu8ZuClA,greek salad tuna,food,21.0,4.5,3.0
EbtlD-CI7FR0vEQKC7B1jw,mUdalYTuAtnZm2K9zoH27Q,beef cheek,food,30.0,4.5,2.0
ebUS6a40v99VAUGuwKROvQ,A-uZAD4zP3rRxb44WUGV5w,shrimp tempura roll,food,19.0,4.5,3.0
ebUS6a40v99VAUGuwKROvQ,A-uZAD4zP3rRxb44WUGV5w,shrimp tempura roll,food,19.0,4.5,3.0
Ebw1_AEr2tw8etTlrLsK0w,6qikZARLSIbNioBlY7OuVQ,double cake,food,38.0,4.5,2.0
EbxA2VF3-p6J6-ajfS4mWw,L1-1P3acJc4gEFvWwjXcNQ,beef chicken,food,31.0,4.5,2.0
eBXDPlTqRz31tiplKd1LDg,oVtnnGat2Wco0ksQT1cGCA,red dragon roll,food,15.0,3.0,3.0
eBykmX7lSAPEPJcKm-GoDQ,x_eIYAOPCSM1BKvID2Vcbg,steak egg special,food,66.0,3.5,3.0
ec6bZozl7wTzWsUsHGq5IA,-oUM2uISux96lMGeawHIOA,turkey burger mixed salad,food,36.0,3.5,4.0
eC-dVR9ojjAZCWFhwtcLrA,w6zW6gIyg1sI5V6Wag_SYg,medium ribeye fried rice,food,35.0,4.5,4.0
EcfXOI6I7N-E8jy9neRKxA,wuDNjKgBIa-12y7nF7BXcw,egg tart,food,16.0,3.0,2.0
ECGmLDbZKjG_hgEuv9fg3A,4QxMC7fS5tiO1nQ6zmbBYw,egg benedict,food,24.0,3.0,2.0
echzx3kP88z4HU-hWS91qg,VgfqjXetLMxn5X5_uomBkg,spinach salad bacon dressing,food,34.0,4.0,4.0
_ecpGLItfHYeTw6Xbxg7Tw,ElWzx5_fU8S2G45OnM-HpA,smoked brisket served parmesan polentum fried egg,food,60.0,4.0,7.0
-E_cTiF_mQKRq2OjLwTjqA,296PZdxSrtH08EUwCsOKMw,chocolate fruit,food,23.0,4.5,2.0
E-Culf8pnI6_510yqRrieQ,_Ad2ZKhUl-krJFpaZ1FI8g,seafood salad,food,13.0,4.5,2.0
eC-WhzMdL6SH_g766j3EFQ,KuyB4pILxj4pKHvbY6CrJg,ham cheese panini basil balsamic vinaigrette salad,food,59.0,4.0,7.0
ED5aNgZ3sWKYGF6KMsvKfw,33Tr0eRki1Yamzleu4GMdw,organic salad lemon vinaigrette,food,72.0,4.5,4.0
_Edc7PZeppMlu8-XvYNLaQ,0go_co5nVtlbu4HgUyUIOQ,hot chocolate,food,13.0,4.0,2.0
eDfqJUhEY8rnNlLo-XVa5g,gA8m0-v6ZU-d67zv778grw,turkey pastrami sandwich,food,24.0,4.0,3.0
eDiuBQsZhTH1Qzkvk57BYw,WI1xBMN_rEaVPOL9Ad2gpQ,beef meal bread,food,48.0,3.5,3.0
eDPhfoZMD4XTY9lKwtn7lw,ui3NMjdiIrILl9JFGcLfbg,matcha cake yuzu cheese double,food,104.0,4.0,5.0
EdqOTkKz61X_C1tIo_r67w,fzHBvd0HZm1yB3UIMqZ3bA,roll,food,21.0,3.5,1.0
edSVtd6njQqZ0Y_Gss6jtw,2U-BRvnR9IGb61-GnIshLw,cinnamon roll french toast,food,26.0,3.0,4.0
eDW_BuE0jWui79fnJwCqrw,U4OLUFb9VxMmpMXm1ZF-cQ,papaya salad,food,12.0,4.5,2.0
EDwzc7p0-I5U9QokEmWeUw,-1m9o3vGRA8IBPNvNqKLmA,chocolate cream pie,food,29.0,4.5,3.0
EdZWVpKaCyQVc7UPGjKy6Q,vtkJXE_Vdz27rWm6mfAw6Q,fried roll,food,33.0,3.0,2.0
Ee5aQP9BC9E1oW0AqWMFFA,9-lGjghZUEPmKyviTyYLUA,beef,food,80.0,3.5,1.0
eE8CllspGTOFVHszBC6vcA,brAUHv7Kmxx5nclssCPldA,lobster salad generou portion fresh poached sauce,food,115.0,4.0,7.0
eEfCtu528Iz5Pmj4ehyh2Q,uBdYMY6a6A7FyxzTSwOiDg,pistachio chocolate muffin,food,26.0,4.0,3.0
EefQ_1_beEUykDIBQ2HTqA,B1nx3iQSafeHjN0uhpW4Kg,salad,food,14.0,4.0,1.0
EEiyG517H-NAfSlkRpoiCw,brAUHv7Kmxx5nclssCPldA,pork vegetable set,food,64.0,4.0,3.0
eeKCmDf829UZohjn3cX9BQ,BjrKNWhtQkedHw8hP_0Bjg,fish rice,food,31.0,4.5,2.0
eElwAV5LOLh48kSCtflsGg,rZOzhSA5HP6IdpxuN4v66w,cracker roll,food,21.0,3.5,2.0
eEXyw00-RVEm7UofV2ZzEQ,dlpVK3a2Xfn6jtq5-soAfw,tiger roll,food,27.0,4.5,2.0
Ef6XfkPOLYzFzBSi2E9GTQ,RodA_gxhr2Mj-pyQAL2RAQ,coconut cake gelato,food,32.0,3.5,3.0
eFhE2Li4ib3zOZQENiuF9g,MxD3DexXbyNNXUNdhZ8mIA,red cake,food,15.0,4.0,2.0
e_FiMMAWkLqEuMlmrQ2VtA,UTrqsP-oQrwoIOmBv_Jtzg,classic combination egg fried steak gravy hash brown,food,72.0,3.5,8.0
eFjL1wGTV4hjWn3o_zK0vw,ShYv4mmgNwrStaFnje3uZQ,fried shrimp dumpling garlic wing old food,food,140.0,4.0,7.0
eFLAKoJwwFU38dZwENvn-g,XdhoZK1LYGYmmnUwpFNV-w,bowl steak chicken brown rice avocado,food,90.0,3.0,6.0
eFnnFAuNM7UdRgVqKQQRDg,PqcOSnCsJTT9Yd2xWKIMWw,chicken rice,food,24.0,4.5,2.0
eFr9AkfLs4sahjPdy0lVug,fD92UNmTPOQYxowtwJ-ZNg,shrimp taco,food,25.0,3.5,2.0
efsEaPWREAzypn8xszJD5g,zXPCg2ZODobckHwvZGjuCw,spicy crispy rice,food,25.0,4.5,3.0
EFubfGYq1nhwnzm-qrx6gg,wopyolJM2hOAt3dPRmahNA,rib shrimp,food,25.0,3.5,2.0
EFXLV_Q5_W3zqHQHmZmwmA,rtlsfmdufArhk-47sWIf2w,pumpkin ice cream cone dark chocolate,food,70.0,4.5,6.0
eg1CFe4AstD1AOn852sMCg,L1-1P3acJc4gEFvWwjXcNQ,chicken plate french fry greek salad pitum endoedible,food,117.0,4.5,8.0
Eg1LTaWWsbN6p1IMQn3ctA,ItDjdi6mMczhgrt4DylWew,oreo chocolate chip brownie stuffed cookie,food,95.0,4.5,6.0
EgC8axtU4tyTdLn1VD6WZQ,Yiw2jUJzUdFmglHZgj4RaQ,spicy tuna rice cracker,food,23.0,4.0,4.0
EGE0BAsck0yLOX13NX_G2w,fjapWp89YVCeKvW51KUDQw,cinnamon roll,food,15.0,4.0,2.0
EGghlg-pfA9kEwy3HAeGKg,IPL9C2A4GfpBuLNe9k4qYQ,cake pop,food,8.0,4.0,2.0
egkDXD2MtpZ_7wNIh5fTBA,CoyeXg8FBsS_d20QzNIy-A,extra egg,food,21.0,4.0,2.0
EgouL3EHD1d8MYtDkMGUdg,DM8j5g9k28vEOTM0kz4KVA,fried rice steamed,food,42.0,3.5,3.0
eGSIgTz89qj661OqQZ52nw,0w3BdEOxvwKTpypwbN5kiQ,pork belly side,food,28.0,3.5,3.0
EGTGcMTQHxoNQ6oP145Rqg,oC3zYCgMAKOrDNzlLxf_hg,avocado roll happy,food,35.0,4.5,3.0
eGyi6SOhN6D-djtibuQg3Q,1hkksm102yQY1DyfTPSzmA,shrimp corn,food,32.0,3.5,2.0
EH51uADaHCvvyj6zVaXCAw,qqs7LP4TXAoOrSlaKRfz3A,white chocolate blueberry scone,food,31.0,4.5,4.0
EhirEM-lAlGCFBD1vWiFxw,hPfszfTC6xu9Ysd3sIHm8Q,roll tuna spicy crab avocado asparagu seaweed,food,85.0,4.0,7.0
ehLf2cyPO2wHXloYEBz4jQ,i9D9xPBV0gR1Ja9kbY4NCw,craftkitchen carrot cake cream cheese frosting walnut,food,86.0,4.0,7.0
ehQd-uOKCsqqOgvt8bcRWg,ihmSghXYrD3j1HUrhw1QDw,teriyaki chicken sandwich zucchini fry,food,45.0,3.5,5.0
EIaIUYsY2lz8zp1bzlnuMw,LW21U6m6axC2lCLYc0fFSA,dark chocolate cupcake strawberry,food,55.0,3.5,4.0
eIe6T9rlFF8aSUcjCwJMdg,m9aFZk1f8tSv248YErbpQA,hot chocolate,food,13.0,4.0,2.0
EIHQv68JNJT_eTUKuKPHDA,wMr1NZCfOp8rgDe6gUHoQg,sandwich plate served slouse grapefruit,food,89.0,3.5,5.0
eIIB1Kgn1U9EJoFweT3mww,VsewHMsfj1Mgsl2i_hio7w,peanut butter cake,food,31.0,3.5,3.0
eILZAsuGFeJfhY6I-GjCqw,6tfr3R75PhtFTisRds0iHQ,spicy cold sandwich,food,32.0,4.0,3.0
eiOx1vk8A3mLKo-zTUeI_w,wkKlpSx3OcoGJiv7p8VZzw,szechuan chocolate truffle,food,62.0,4.5,3.0
eIrhxG0k3v3GmlB_kltjog,G7xS3HiTKHnRhI8cNRGXpA,banana walnut cake,food,18.0,4.5,3.0
EIuCq-21-W3h8x4Ui2gORQ,Jx5h4nIbANB4KDrb5l_v4w,fried rice chinese sausage egg chicken curry,food,88.0,3.5,7.0
EIuCq-21-W3h8x4Ui2gORQ,Jx5h4nIbANB4KDrb5l_v4w,fried rice chinese sausage egg chicken curry,food,88.0,3.5,7.0
Ej4uRIqDidjMoJxBNg9Iug,wKA2y-F_fPcBDOkpzDB9eQ,chicken taco relleno enchilada rice bean,food,64.0,4.0,6.0
eJ5u6WQ6DTh5s3hAIdwImQ,GmdujALb1Nq2RHGr7jhCaA,food deliciou shrimp,food,66.0,4.5,3.0
eJeOffwy01uZAlFnQfCkWg,N6tJKe0h1NJgVm86NDg7ug,lobster fry salad melted butter deliciou,food,78.0,3.5,6.0
ejgkTrPOPMzt5G32G4BtoA,QTYA1yCbsCjRU6BYDdQJuw,fresh mango roll,food,16.0,3.5,3.0
EJJBDOM-xE8Cx_hU9ep5Vw,DhRJJ5aUUuBp3XR1JbLeuw,scratch chocolate chip cooky,food,48.0,4.0,4.0
ejsnj8TLy_CNBXpEpyAE8A,OA1o0ixPWw-maEq2CF1Qag,dumpling chicken shrimp garlic sauce cucumber,food,69.0,4.0,6.0
EjwEJGN6d6mk7XALy5AfWg,NWjJK9c5YOQSbMX_bw24sA,special caramelized shrimp,food,54.0,3.5,3.0
EK5GkoPBkC5fng9vFPTxow,OXW2erFOPT-Oov6wChxWYA,fried rice chicken shrimp,food,44.0,4.0,4.0
EK5GkoPBkC5fng9vFPTxow,OXW2erFOPT-Oov6wChxWYA,fried rice chicken shrimp,food,44.0,4.0,4.0
EK6ZFH1gNUj1XcCt3_FicA,l4pAkHCVUKAcDvo-iNSbYA,salmon kimchi shrimp bowl fresh,food,55.0,4.0,5.0
ek7p312i4eYF_8bIBAR5XQ,5j2ugUALtjsa2nkV1YGq5Q,roll,food,16.0,4.0,1.0
EkCHOQbG6_oVwlZO-CMYoQ,nLU-Dhs6ATughOfmBArpGw,artisan grilled chicken sandwich extra meal,food,60.0,1.5,6.0
eKibGpbQEd2Kfa3U0JwHqA,GlwOGCjSzts7AnbK9gqmng,grilled chicken shrimp rice cheese,food,96.0,3.5,5.0
eKibGpbQEd2Kfa3U0JwHqA,GlwOGCjSzts7AnbK9gqmng,grilled chicken shrimp rice cheese,food,96.0,3.5,5.0
EkL7eh3P5IWiTqQjqbhMuw,MpovsyjkSkchD7ssAdEVKQ,food cake,food,23.0,4.0,2.0
EkNw5CJHjdRw1KgN7VXIZQ,5eV8oUGdBXylwB7HeaDFOA,grilled lamb souvlaki plate fetum fry salad,food,62.0,4.5,7.0
EkNw8YrKu5Rg8tlVfDDxjQ,Ggh9JwuIwPBiMmx16kAiug,roll,food,9.0,3.5,1.0
eKQLJthgFFbr1-K3BLk1jw,2VRVAhzefxIqjzbQ21LdHg,pork belly bite,food,16.0,3.5,3.0
eKTeNcxgGNNDkwlLsGXTWQ,rZpESBojl8dTTWp6EwlEBQ,fish sandwich,food,13.0,4.0,2.0
eL6keMDAdoEEvZve5HPhow,RyDiwx4xD3Lx8sWHx1aFlQ,pulled pork,food,17.0,4.0,2.0
EL7dzQBuOWAe-ZNtSX6Nfg,pTbkdBDDKxNVjKUZ_6RAug,beef kebab rice,food,20.0,4.0,3.0
EL7dzQBuOWAe-ZNtSX6Nfg,pTbkdBDDKxNVjKUZ_6RAug,beef kebab rice,food,20.0,4.0,3.0
El7ooCZMRkgp5Yxqpb2vaw,fKlr9qNoV37WQJwQ826POg,ribeye salad lunch,food,33.0,4.0,3.0
_eLdrMC-RBaYPKBs8OC82g,uRybQLCYWkC6N19MhaHf_w,minced pork chive extra deliciou mixed rice,food,59.0,4.5,7.0
_eLdrMC-RBaYPKBs8OC82g,uRybQLCYWkC6N19MhaHf_w,minced pork chive extra deliciou mixed rice,food,59.0,4.5,7.0
eleLi5rKzG-r0siW3unaDw,Cs8BaiKkyNU6mzxq9nTsmg,rice roll,food,24.0,3.5,2.0
eleLi5rKzG-r0siW3unaDw,Cs8BaiKkyNU6mzxq9nTsmg,rice roll,food,24.0,3.5,2.0
eLgaCXUTPY-SER8Rsuqsxw,m1Y47fK3vWCJXV3TdCn_Xw,hummu kaftum beef,food,22.0,3.5,3.0
ElgbmT-JrXqCtiVMIUnBhQ,1PFj0yJ0EzwQXIOsIT2y3w,beer steamed shrimp winter seasonal,food,47.0,3.5,5.0
elMa6nJxTugqblz2WkenXA,dd3GZs6zW2t7BM0cbxAzvg,shrimp stuffed calamari,food,23.0,4.0,3.0
Eln1z7TntJbR7M7j3sYfBg,o2O4qWlo4O0aI5oEZsUHBQ,toro roll chri white dragon order,food,132.0,3.5,6.0
EL_or74qGAkbaa_S0aDYqQ,SBNucLXc9dQP6VBj__XOmQ,beef,food,13.0,4.0,1.0
eLqTrhLPiJL_5cjicbhFYg,QOlpCzJnVdcnxAmuIwdtEQ,brisket pulled pork coleslaw half,food,94.0,4.5,5.0
ELWpXpjxLYJW7F0S_8vyvw,x1bRIbodhd1AmYa0UAJwZw,chocolate,food,15.0,4.0,1.0
elxPxSvI81Eye3SlkPN9xg,3_tWe-D5if9y8RrmMrN7AQ,roll,food,14.0,4.0,1.0
E_m0apHD5K7bYQdqQuWHIQ,eZaCQPZYmETSNiHRagNu2g,cherry pie hot chocolate,food,28.0,3.5,4.0
EM1T5piXqLmseAYB2OTqqw,r6WO_jkx4rkMMauvPvMDeQ,beef,food,13.0,4.0,1.0
EM45INRiMDHpeSCa1k11iw,_a8vCw5cxt1vhN-HbgNGuw,egg burger brunch,food,41.0,3.5,3.0
EMaEV2trI9y3Zzk2JgabrA,FKj6537SERSe0SN8yI7-gA,beef cheek,food,11.0,4.5,2.0
eMB4PzWXTseU81ohwI-Ixw,30fH0eHUXorWSR2-C4PuiA,pulled pork sandwich,food,21.0,4.0,3.0
eMB4PzWXTseU81ohwI-Ixw,30fH0eHUXorWSR2-C4PuiA,pulled pork sandwich,food,21.0,4.0,3.0
eMGZJRlGC0Yj_mABid2JYw,eh127ASMZstrELE0K0XADw,lobster roll bite,food,24.0,4.5,3.0
emItD-4AYWk472HEy636yQ,w8erimjbRlXTqZ10Rlufwg,vegetable fried rice,food,20.0,4.0,3.0
EMjp6ze4YNqDjIctW7nXdA,e6MbizDdtMLDMnc8LDmYrQ,beef baguette swiss cheese,food,32.0,4.5,4.0
eMOMSv4HazqtmuqE8FS21g,royQxbJ6Q-SA2U1z7hSQsw,cheeseburger angu beef white american cheese caramelized onion,food,81.0,4.0,8.0
EMrftWWHx6Aka3F8BjTU5A,rtlsfmdufArhk-47sWIf2w,dark chocolate brussel roasted chestnut puree,food,119.0,4.5,6.0
EMtFDCN7zZuAlVUgGjWl0w,BLISNIoF179UUfCBTxNUOA,shrimp beef chicken tofu veggie rice,food,90.0,3.5,6.0
EMtFDCN7zZuAlVUgGjWl0w,BLISNIoF179UUfCBTxNUOA,shrimp beef chicken tofu veggie rice,food,90.0,3.5,6.0
EMtFDCN7zZuAlVUgGjWl0w,BLISNIoF179UUfCBTxNUOA,shrimp beef chicken tofu veggie rice,food,90.0,3.5,6.0
EMYgRLnEJgEQFC85mW8Obg,0FHfkDxKSeDuyAEeaY6X-Q,chipotle chicken scrambled egg avocado wrap,food,46.0,3.5,6.0
en4-XSYCop-fyIODpg5PMg,08n9bygXHb837Fm74Bvqxw,shrimp cocktail appetizer,food,25.0,4.0,3.0
Enbe4fGknaumnTzTld5xOg,z-q9WqP8-hnBNp9LuAsbkw,chocolate iced raspberry filled glazed doughnut,food,97.0,3.0,6.0
enD5NZi-wH2wo6UtYzZvCA,VgrFPYtK6HGUEJVc4srpWw,roll,food,11.0,4.0,1.0
EnfkAsmwztUS7XpJK2Obqw,gsjxrwdHqKdTeNx3GeDKNQ,buttermilk crispy chicken sandwich extra meal,food,62.0,1.5,6.0
eNHeNtR8GwsL7oTI7VkweA,d_L-rfS1vT3JMzgCUGtiow,shrimp ceviche pico chicken lemon ricottum pancake blueberry,food,95.0,4.0,8.0
eNixlRsV_LBnUeKU98hSkw,2706goA6nyUtHbOrPoATCw,belgian chocolate pancake,food,26.0,2.0,3.0
EnJuMc38fzdxmJ8NxNxbhw,QvSWiMx0vT09mfO0TxJy_w,chicken breast slice rice potato hot sauce,food,77.0,2.5,7.0
ENm89bWyMLdFhrThb_RcAA,a39B-BfbCipNkNH7vwCfug,ground pork chicken bone,food,45.0,4.0,4.0
ENN-oLsCO6BoAvR56cj6xg,aD0EslPREWGDlSpD0RMlEg,roast duck bbq pork chinese rice love,food,124.0,4.0,7.0
ENN-oLsCO6BoAvR56cj6xg,aD0EslPREWGDlSpD0RMlEg,roast duck bbq pork chinese rice love,food,124.0,4.0,7.0
ENQbMa905c_8CX_bexb3ew,N0CoaG3cBrTGm2ecLYSzqA,pad thai chicken shrimp,food,32.0,4.5,4.0
E-NSC4TAcwWjjiuARgU7Hw,HZRT8xygRscGvDYYx2EkQQ,steak salad,food,15.0,4.0,2.0
enUVWyYb41dO_81Mq50n6Q,ie8F4cL15JQi8cZVY78xRA,cherry blossom salmon roll,food,44.0,3.0,4.0
eNWOARShT910sLRs6EBFow,Uftnd7njdHNFxhz_6rpUrA,lobster roll,food,12.0,4.5,2.0
enwqCzZMVXzcXmPKXeYarA,tMdgY7Ou4k3bYZZulJCiuQ,chicken brussel quinoa salad,food,59.0,4.5,4.0
ENwYZNLC1olwwmcHert1Vg,apdb7MGnmnx6nGWBJ0ch_g,chocolate chip cookie,food,21.0,4.5,3.0
enxEfwtNxesotjbmyIBmLw,TeggG3duunpoy__1Y2SAyQ,fried rice omelette,food,25.0,4.0,3.0
Eo5GZaSeIj0sBAIJ-vI47Q,nRmTDIs3Gbis9aX2-v1qcw,carrot cake,food,11.0,3.0,2.0
eO7SbEWO3TyWcCaQPKUYDg,pHpU8lnnxMuPWRHOysuMIQ,roasted corn salad,food,18.0,4.0,3.0
EoR8lmrHogtMrCCRSg2AVw,RSPEJeFTKs1BsiVgjHp1WQ,roasted beet salad,food,44.0,4.0,3.0
_EOWzqh4V1mJoYVVpELNDg,3YKV1eralyrKQqoWOTJMDA,pork chop,food,9.0,4.0,2.0
Eoyt83nmjOFzQ7RpDDQz8Q,wqaLf9ShvoJxr7NScUrUFg,bean shrimp cooked crunch salty ground,food,125.0,4.0,6.0
EP0VkRL2B03dRgI6gbnR_A,pTbkdBDDKxNVjKUZ_6RAug,greek salad,food,19.0,4.0,2.0
EP5u9LO60lmzKqKN26ERaw,ZhACHVw9k438Z3i-Gw9BHA,pulled pork taco,food,16.0,4.0,3.0
epCJyRDF6630bjBciw4V7Q,z_DGwPyUPgCk5Q7-WunsbA,fried rice,food,18.0,4.5,2.0
EPELUTXs9ImCZ_wUT9bkTg,LOOgah4nTChVUfhOxKfmaQ,fetum beef,food,22.0,4.0,2.0
epfNh0C33RsV2RDFZUVnDA,wl0QZqAzr1DelslQ02JGCQ,greek salad,food,11.0,4.5,2.0
EphXu-7Y6Qn4w3q3bUB5zg,Zmfq3DVhHdtVChhSxzoUHw,bbq chicken fried rice,food,27.0,4.0,4.0
ePMMMpSXjYXg7JS84EuKzg,a6SqJZTFMpSOR6Qb0STyFA,blue crab cake,food,28.0,3.5,3.0
epPfWsaGR-jPtIrDvYHd_A,zRqi6L1u-YmmVAHjeUbGMQ,sandwich,food,13.0,4.5,1.0
epq3M8owkKSKIRUoPdGx_g,Yr_w9lakJrKMyEG_hI6zbA,chef salad,food,10.0,4.0,2.0
epygsfgmWisuXOfUlldzCg,uBdYMY6a6A7FyxzTSwOiDg,bacon egg,food,34.0,4.0,2.0
EpzZjtgguj300hkvQWu4BQ,SJo_IjvzdRtCvZVN0cbrRQ,egg benedict,food,13.0,4.5,2.0
Eq6AigVK-eh3XDO5B8pE8g,yzjQvTWiinB8pmbCMu8vuQ,belgian chocolate pancake,food,26.0,2.5,3.0
eQ76HfOExOCSfOnBOCE78w,EulFlbKaXT_DXG_xL6-mQQ,chicken fried rice,food,18.0,3.5,3.0
EqA5HVZy5LbcSjcX0JVW3w,VtiHtLI2t0OjFjbrnR70lw,salad,food,13.0,2.5,1.0
eqcfYsAmoIZP4JO980nRLA,q9_gLvTNf11etVxbH7JY0Q,seared shrimp,food,13.0,4.5,2.0
EqgzQUa_QWtfl_10mHU-0g,EiEaPRsi2AW3j3xraIssrA,carrot cake,food,52.0,4.5,2.0
EqMzd0w2d9Fnn9BbZuG4hg,Cr5CLpmVrmzFyz_RfQ6rmA,chocolate toffee cake,food,25.0,3.5,3.0
EqMzd0w2d9Fnn9BbZuG4hg,Cr5CLpmVrmzFyz_RfQ6rmA,chocolate toffee cake,food,25.0,3.5,3.0
eQ_Nqelg-8sRxSYzrYXMhg,QDJBn7I1EdtP9w4nYT24Pw,shrimp,food,14.0,3.0,1.0
E_QrlSTX8q790DLw5kZUfQ,PDIh1lVtKlUqPJROXYJQvQ,duck waffle confit fried egg maple bourbon syrup,food,55.0,3.5,8.0
eqWBLp-vQau_jV-ypHESkg,0JoteSDMdGJSgYzk60vSdQ,veggie pitum grilled organic tomato cucumber salad,food,120.0,4.5,7.0
eR0dCKiDO8me7B8xoz_-Ag,qc0-ZTqDx4plSIxV2k8UaQ,lotu salad,food,11.0,4.0,2.0
eRDBRbW2Sj7tiuK3fyQjrg,CZKHXlDuy3IagC2W881fyA,ham egg,food,28.0,4.5,2.0
erlFZWl3X2BTwgs6V1JYxA,5XLuRoXqafFY_GAQ0D8dWw,shrimp sauteed garlic sauce asparagu tomato angel pastum,food,88.0,2.5,8.0
ERLro6UhsOWgFz9de6EPwQ,KR8ErN2eKUlmohxmYDLBBg,steamed shrimp fish seafood spicy sauce,food,72.0,4.0,6.0
ERLXZKkoxjNA8t5fQTEH9w,VBVqHnViRLSYAqP7v8iNNQ,salad,food,10.0,3.5,1.0
eRx-V7SUcFw86CWWdHJauQ,jXyy2Vc-Dgp7QguQJSfnXw,grilled shrimp seafood,food,25.0,4.0,3.0
eRzdxpQNO2y9BSpyWVC5hg,olmCDBoMF-EhN8U2livBSg,walnut pecan chocolate butter nut crispy,food,62.0,4.0,6.0
eRZirjsQqCHMpsvXSeYgIw,e3PBfbtXUjMziX6XGsOMoA,shoyu tonkotsu fish cake tempura order takoyaki,food,62.0,4.5,7.0
ErZtErvhMY6d4to3rGKe0w,B1nx3iQSafeHjN0uhpW4Kg,pork belly taco,food,16.0,4.0,3.0
eS7glSCT_6Bp2XBdwH2GUQ,mM3o2evEq36fJvkUCe-BWw,roll spicy salmon soft crab,food,70.0,4.0,5.0
ES93dGyZoPSQcdUqGTU5_w,uLzgiSqVg5Pr93VVXSdOlg,special beef noodle combo small,food,50.0,4.5,5.0
EsJAnmBKfZmEFmAGjZiP2Q,vx4YAA02Qz6khRD1fZ1MFA,fried shrimp ball,food,38.0,3.5,3.0
eSkH3BAzvDLQPceoRrFvxg,WETHRoXB2IbixndSlOktJA,bacon frittatum sun dried tomato spinach salad fresh bread,food,112.0,4.0,9.0
ES_QWOOnUfECz_04rQ6SOw,bvow46stEejfxnnqEKTAyQ,chocolate milk almond butter crisp,food,62.0,4.0,5.0
esR6TXBJwPtJXmlispBj7Q,xrBQKZbhJMCtaZxeJ0tzTQ,fried shrimp dessert,food,101.0,3.5,3.0
eSTGjNZX0TxSgfPXAecXMQ,Vp27tfpa318kEz_PwglbMA,braised beef noodle,food,20.0,3.5,3.0
esYQx_V5K1sM_-ungWAHIw,_vj8nh6MceJLInLoMRA38g,roasted turkey apple cheddar sandwich,food,43.0,2.5,5.0
eT0mQP6SAUjgyKxKK0Bd7A,WM33kyvA8XfiL8lk2I2vcA,buttermilk crispy chicken sandwich extra meal,food,62.0,1.5,6.0
eTDgrVB5WM7zoMFp60Nefw,jbbFSVdIrac2QBuSV-NBLw,chocolate slouse,food,42.0,3.5,2.0
etpXESkyezF-9ZXWwErsCg,ZyOuwa3Eau6dbUiEPwsUoA,red carbonara pork katsu cheese,food,38.0,4.0,5.0
etSr-RuO5LSSgvMUHo9cVQ,Fj0zObYm5McHcbtE6MSU0A,sesame beef,food,11.0,3.5,2.0
EtSuFkYu3MWxrl0e8QZzzg,JnBMTs9K7Ez9NB9WCJ71rQ,special huge breaded fried pork chop side soup,food,100.0,3.5,8.0
